Name,skill ID,Is the stimulus (support material) appropriate?,Does the prompt reflect the assessed skill?,Is the correct answer accurate?,Is there a single correct answer?,Is there parallelism among the alternatives?,Are the distractors plausible?,Are the justifications coherent?,Do the alternatives include elements not present in the stimulus?,Is the item adequately aligned with the assessed skill?,Could the item be used in an assessment with little or no modification?,Observation (English),Observation (Original)
24_D.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Double answer key problem, as noted above (alternative C) / Parallelism (length of alternative D).","Problema de gabarito duplo, como apontado acima (alternativa C)/ Paralelismo (tamanho da alternativa D)"
25_E.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Double answer key problem, as noted above (alternative C).","Problema de gabarito duplo, como apontado acima (alternativa C)"
26_A.txt,CL22-3EF-CL02,Yes,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"The item has a major issue: alternatives are constructed in first person (“I want to find out”, “we are going through”) and second person (“you asked us to practice”) without establishing the relationship between “you” and the letter’s recipient.","O item apresenta um erro importante, construindo as alternativas em 1a pessoa (""quero descobrir"", ""estamos passando"") e em 2a pessoa (""você pediu pra praticarmos""), sem fazer a relação entre vc e o destinatário da carta. "
27_B.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,
28_C.txt,CL22-3EF-CL02,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,The item has a major issue: alternative A is constructed in second person (“you asked them to practice”) without establishing the relationship between “you” and the letter’s recipient. The answer key has a spelling error.,"O item apresenta um erro importante, construindo a alternativa A em 2a pessoa (""você pediu pra praticarem""), sem fazer a relação entre você  e o destinatário da carta. O gabarito tem um erro de escrita"
29_D.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,
30_E.txt,CL22-3EF-CL02,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,There are syntactic-semantic errors when considering the relationship between the answer key and the alternatives. This compromises the evaluation of other criteria.,Há erros sintáticos semânticos se considerarmos a relação entre gabarito e alterantivas. Esse erro prejudica a avaliação de outros critérios
31_A.txt,CL22-3EF-CL02,Yes,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"There is a syntactic error in the relationship between the item command and the answer alternatives, which compromises the evaluation of other criteria.","Há erro sintático na relação entre o comando do item e as alternativas de resposta, prejudicando a avaliação de outros critérios."
32_B.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"The alternatives repeat the word “because,” already present in the command, which should be removed.","As alternativas repetem a palavra ""porque"", já presente no comando, a qual deve ser retirada."
33_C.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"The item does not assess the skill, because the cause–effect relation requested by the command is not marked. There is no causal conjunction indicating this relation, although the answer key is correct.","O item não avalia a habilidade, pois a relação de causa e consequência solicitada pelo comando não está marcada. Não há uma conjunção causal que aponte para essa relação, embora o gabarito esteja correto."
34_D.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"Parallelism: alternative A is longer, highlighting the answer key.","Paralelismo: a alternativa A é maior, dando destaque ao gabarito."
35_E.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"The alternatives repeat the word “because,” already present in the command, which should be removed.","As alternativas repetem a palavra ""porque"", já presente no comando, a qual deve ser retirada."
36_A.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,There is no parallelism among the alternatives in terms of length / There are errors in the relationship between the command and some alternatives related to verb tense (alternatives B and C).,"Não há paralelismo entre as alterantivas, quando considerarmos seu tamanho/ Há erros na relação entre o comando e algumas alternativas relativos ao tempo verbal (alternativas B e C)"
37_B.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Double answer key: alternatives A and D.,Gabarito duplo: alternativas A e D/ 
38_C.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,
39_D.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,
40_E.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"The alternatives are statements that also express a cause–effect relation marked by the connector “because,” creating duplication in relation to the command, which confuses the reader.","As alternativas são enunciados que também expressam uma relação de causa e consequência marcada pelo conector ""porque"", criando uma ""duplicidade"" na relação com o comando que ""confunde"" o leitor. "
41_A.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"The justification for the answer key is partially correct, since the statement “I think you will love playing with me” does not directly make the invitation. This occurs in the following sentence: “…I thought about inviting you…”","A justificativa para o gabarito está parcialmente correta, pois a afirmação de que ""acho qua vai adorar jogar comigo"" não realiza o convite diretamente. Este se dá no período seguinte: ""...pensei em te convidar..."""
42_B.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Parallelism — length of alternatives highlighting the answer key.,Paralelismo- tamanho das alterantivas com destaque para o gabarito
43_C.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Parallelism — length of alternatives.,Paralelismo- tamanho das alterantivas 
44_D.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Parallelism — length highlighting one alternative.,"Paralelismo- tamanho, dando destaque a uma alternativa"
45_E.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,
46_A.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,
47_B.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"This item presents a major flaw: the causal relation highlighted in the command can be recognized independently, without needing context (“Using sunscreen prevents burns”). Thus, the answer key is obvious and the distractors are easily discarded, losing plausibility. There is also a problem in the construction of the alternatives, with unnecessary repetition: “everyone avoided burns because...”","Este item apresenta um erro importante: a relação causal destacada no comando  pode ser reconhecida por si mesma sem necessidade de um ""contexto"": Usar protetor solar evita queimaduras. Desse modo, o gabarito é óbvio e os distratores são facilmente descartáveis, perdendo em plausibilidade./ há também um problema relativo à escrita das alternativas, com repetição desnecessária: ""todos evitaram queimaduras porque..."""
48_C.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"The item presents the same flaw described previously, since the command highlights the same cause–effect relation. It is not necessary to read the text to identify the relation.","O item apresenta o mesmo erro descrito anteriormente, já que o comando destaca a mesma relação de causa e consequência. Não é necessário ler o texto para encontrar a relação de causa e consequência"
49_D.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,The same flaw as previous items.,O mesmo erro dos itens anteriores
50_E.txt,CL22-3EF-CL02,Yes,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,The same flaw as previous items.,O mesmo erro dos itens anteriores
